timestamp,equipment_tag,unit_id,Discharge_Pressure_barg,Vibration_mm_s,Stage_Temp_C,anomaly_flag
2026-04-16T18:00:00,200-C-209,200,98.95,3.22,117.33,0
2026-04-17T00:00:00,200-C-209,200,149.13,1.99,157.68,0
2026-04-17T06:00:00,200-C-209,200,107.01,2.81,72.26,0
2026-04-17T12:00:00,200-C-209,200,128.72,1.86,105.22,0
2026-04-17T18:00:00,200-C-209,200,120.24,3.86,90.08,0
2026-04-18T00:00:00,200-C-209,200,28.81,3.42,103.24,0
2026-04-18T06:00:00,200-C-209,200,120.65,3.67,62.2,0
2026-04-18T12:00:00,200-C-209,200,148.6,1.93,118.97,0
2026-04-18T18:00:00,200-C-209,200,70.3,1.41,133.09,0
2026-04-19T00:00:00,200-C-209,200,23.89,1.86,183.02,0
2026-04-19T06:00:00,200-C-209,200,31.43,1.21,139.14,0
2026-04-19T12:00:00,200-C-209,200,132.35,2.05,141.26,0
2026-04-19T18:00:00,200-C-209,200,50.16,1.68,197.02,0
2026-04-20T00:00:00,200-C-209,200,96.37,2.09,117.59,0
2026-04-20T06:00:00,200-C-209,200,141.23,2.03,150.48,0
2026-04-20T12:00:00,200-C-209,200,153.09,2.61,166.77,0
2026-04-20T18:00:00,200-C-209,200,66.28,2.94,88.18,0
2026-04-21T00:00:00,200-C-209,200,40.23,2.63,112.55,0
2026-04-21T06:00:00,200-C-209,200,91.17,2.17,133.58,0
2026-04-21T12:00:00,200-C-209,200,102.04,3.96,140.45,0
2026-04-21T18:00:00,200-C-209,200,155.01,2.6,84.53,0
2026-04-22T00:00:00,200-C-209,200,128.9,1.66,146.93,0
2026-04-22T06:00:00,200-C-209,200,159.04,2.95,122.0,0
2026-04-22T12:00:00,200-C-209,200,116.89,1.38,143.71,0
2026-04-22T18:00:00,200-C-209,200,30.92,3.59,68.87,0
2026-04-23T00:00:00,200-C-209,200,149.12,3.22,67.3,0
2026-04-23T06:00:00,200-C-209,200,38.72,1.95,169.72,0
2026-04-23T12:00:00,200-C-209,200,97.58,2.93,121.11,0
2026-04-23T18:00:00,200-C-209,200,94.58,2.77,157.7,0
2026-04-24T00:00:00,200-C-209,200,70.3,1.69,76.77,0
2026-04-24T06:00:00,200-C-209,200,88.16,1.47,173.96,0
2026-04-24T12:00:00,200-C-209,200,42.17,3.31,166.07,0
2026-04-24T18:00:00,200-C-209,200,36.15,2.94,69.34,0
2026-04-25T00:00:00,200-C-209,200,62.42,2.06,127.06,0
2026-04-25T06:00:00,200-C-209,200,123.41,3.69,117.92,0
2026-04-25T12:00:00,200-C-209,200,71.84,3.32,186.33,0
2026-04-25T18:00:00,200-C-209,200,122.55,2.88,143.87,0
2026-04-26T00:00:00,200-C-209,200,128.25,3.24,65.3,0
2026-04-26T06:00:00,200-C-209,200,80.75,1.31,128.58,0
2026-04-26T12:00:00,200-C-209,200,146.77,2.95,179.14,0
2026-04-26T18:00:00,200-C-209,200,45.15,2.36,96.48,0
2026-04-27T00:00:00,200-C-209,200,56.84,1.86,111.08,0
2026-04-27T06:00:00,200-C-209,200,63.3,2.96,192.54,0
2026-04-27T12:00:00,200-C-209,200,76.06,3.77,94.84,0
2026-04-27T18:00:00,200-C-209,200,31.09,2.22,88.26,0
2026-04-28T00:00:00,200-C-209,200,32.19,3.51,185.54,0
2026-04-28T06:00:00,200-C-209,200,26.57,1.5,66.77,0
2026-04-28T12:00:00,200-C-209,200,39.65,1.91,72.93,0
2026-04-28T18:00:00,200-C-209,200,27.9,3.5,74.8,0
2026-04-29T00:00:00,200-C-209,200,47.71,3.33,145.59,0
2026-04-29T06:00:00,200-C-209,200,44.95,1.31,123.58,0
2026-04-29T12:00:00,200-C-209,200,121.4,1.32,91.02,0
2026-04-29T18:00:00,200-C-209,200,30.14,2.08,75.57,0
2026-04-30T00:00:00,200-C-209,200,85.13,2.08,191.77,0
2026-04-30T06:00:00,200-C-209,200,134.79,3.24,64.39,0
2026-04-30T12:00:00,200-C-209,200,90.81,3.53,84.85,0
2026-04-30T18:00:00,200-C-209,200,36.66,3.28,102.68,0
