timestamp,equipment_tag,unit_id,Motor_Load_pct,RPM,anomaly_flag
2026-04-17T18:00:00,500-AGT-504,500,83.0,53.75,0
2026-04-18T00:00:00,500-AGT-504,500,74.48,32.46,0
2026-04-18T06:00:00,500-AGT-504,500,76.56,27.2,0
2026-04-18T12:00:00,500-AGT-504,500,70.23,30.06,0
2026-04-18T18:00:00,500-AGT-504,500,74.95,48.39,0
2026-04-19T00:00:00,500-AGT-504,500,74.38,48.38,0
2026-04-19T06:00:00,500-AGT-504,500,78.63,32.32,0
2026-04-19T12:00:00,500-AGT-504,500,72.42,26.55,0
2026-04-19T18:00:00,500-AGT-504,500,44.92,21.61,0
2026-04-20T00:00:00,500-AGT-504,500,50.56,44.7,0
2026-04-20T06:00:00,500-AGT-504,500,48.79,26.09,0
2026-04-20T12:00:00,500-AGT-504,500,68.46,40.74,0
2026-04-20T18:00:00,500-AGT-504,500,75.87,52.22,0
2026-04-21T00:00:00,500-AGT-504,500,54.53,31.46,0
2026-04-21T06:00:00,500-AGT-504,500,53.84,40.93,0
2026-04-21T12:00:00,500-AGT-504,500,62.0,32.54,0
2026-04-21T18:00:00,500-AGT-504,500,62.0,45.98,0
2026-04-22T00:00:00,500-AGT-504,500,58.33,24.08,0
2026-04-22T06:00:00,500-AGT-504,500,66.46,28.54,0
2026-04-22T12:00:00,500-AGT-504,500,44.51,37.79,0
2026-04-22T18:00:00,500-AGT-504,500,50.68,50.35,0
2026-04-23T00:00:00,500-AGT-504,500,70.91,21.49,0
2026-04-23T06:00:00,500-AGT-504,500,74.32,55.07,0
2026-04-23T12:00:00,500-AGT-504,500,53.77,34.48,0
2026-04-23T18:00:00,500-AGT-504,500,68.89,29.72,0
2026-04-24T00:00:00,500-AGT-504,500,54.87,29.66,0
2026-04-24T06:00:00,500-AGT-504,500,79.37,31.15,0
2026-04-24T12:00:00,500-AGT-504,500,54.62,58.81,0
2026-04-24T18:00:00,500-AGT-504,500,65.84,56.66,0
2026-04-25T00:00:00,500-AGT-504,500,43.97,22.12,0
2026-04-25T06:00:00,500-AGT-504,500,80.42,27.66,0
2026-04-25T12:00:00,500-AGT-504,500,80.92,33.23,0
2026-04-25T18:00:00,500-AGT-504,500,75.95,37.09,0
2026-04-26T00:00:00,500-AGT-504,500,72.21,30.41,0
2026-04-26T06:00:00,500-AGT-504,500,62.05,50.91,0
2026-04-26T12:00:00,500-AGT-504,500,52.17,48.38,0
2026-04-26T18:00:00,500-AGT-504,500,49.64,45.23,0
2026-04-27T00:00:00,500-AGT-504,500,61.28,51.59,0
2026-04-27T06:00:00,500-AGT-504,500,51.38,44.99,0
2026-04-27T12:00:00,500-AGT-504,500,70.78,49.22,0
2026-04-27T18:00:00,500-AGT-504,500,56.33,23.12,0
2026-04-28T00:00:00,500-AGT-504,500,52.87,23.19,0
2026-04-28T06:00:00,500-AGT-504,500,43.51,35.89,0
2026-04-28T12:00:00,500-AGT-504,500,45.09,26.8,0
2026-04-28T18:00:00,500-AGT-504,500,64.96,52.25,0
2026-04-29T00:00:00,500-AGT-504,500,48.22,38.75,0
2026-04-29T06:00:00,500-AGT-504,500,65.46,53.14,0
2026-04-29T12:00:00,500-AGT-504,500,83.33,51.58,0
2026-04-29T18:00:00,500-AGT-504,500,63.58,32.94,0
2026-04-30T00:00:00,500-AGT-504,500,46.79,31.25,0
2026-04-30T06:00:00,500-AGT-504,500,56.94,25.47,0
2026-04-30T12:00:00,500-AGT-504,500,75.69,33.34,0
2026-04-30T18:00:00,500-AGT-504,500,50.24,55.98,0
