timestamp,equipment_tag,unit_id,Level_pct,Pressure_barg,anomaly_flag
2026-06-10T06:00:00,100-V-105,100,45.85,20.18,0
2026-06-10T12:00:00,100-V-105,100,28.88,39.43,0
2026-06-10T18:00:00,100-V-105,100,54.57,13.17,0
2026-06-11T00:00:00,100-V-105,100,32.46,39.76,0
2026-06-11T06:00:00,100-V-105,100,38.68,2.99,0
2026-06-11T12:00:00,100-V-105,100,32.19,26.28,0
2026-06-11T18:00:00,100-V-105,100,27.09,26.36,0
2026-06-12T00:00:00,100-V-105,100,36.55,16.88,0
2026-06-12T06:00:00,100-V-105,100,41.61,36.06,0
2026-06-12T12:00:00,100-V-105,100,44.54,20.49,0
2026-06-12T18:00:00,100-V-105,100,43.36,38.02,0
2026-06-13T00:00:00,100-V-105,100,52.73,6.43,0
2026-06-13T06:00:00,100-V-105,100,60.73,2.03,0
2026-06-13T12:00:00,100-V-105,100,43.1,27.57,0
2026-06-13T18:00:00,100-V-105,100,60.22,13.25,0
2026-06-14T00:00:00,100-V-105,100,79.04,10.83,0
2026-06-14T06:00:00,100-V-105,100,56.7,8.88,0
2026-06-14T12:00:00,100-V-105,100,59.43,3.48,0
2026-06-14T18:00:00,100-V-105,100,40.65,8.18,0
2026-06-15T00:00:00,100-V-105,100,28.67,36.26,0
2026-06-15T06:00:00,100-V-105,100,79.36,12.76,0
2026-06-15T12:00:00,100-V-105,100,23.78,29.56,0
2026-06-15T18:00:00,100-V-105,100,52.65,11.3,0
2026-06-16T00:00:00,100-V-105,100,78.73,32.22,0
2026-06-16T06:00:00,100-V-105,100,65.21,26.43,0
2026-06-16T12:00:00,100-V-105,100,33.07,23.16,0
2026-06-16T18:00:00,100-V-105,100,72.71,4.85,0
2026-06-17T00:00:00,100-V-105,100,65.99,4.02,0
2026-06-17T06:00:00,100-V-105,100,77.15,39.65,0
2026-06-17T12:00:00,100-V-105,100,72.71,34.83,0
2026-06-17T18:00:00,100-V-105,100,70.03,11.75,0
2026-06-18T00:00:00,100-V-105,100,78.68,18.12,0
2026-06-18T06:00:00,100-V-105,100,74.88,26.85,0
2026-06-18T12:00:00,100-V-105,100,48.22,2.72,0
2026-06-18T18:00:00,100-V-105,100,38.73,9.04,0
2026-06-19T00:00:00,100-V-105,100,33.4,2.2,0
2026-06-19T06:00:00,100-V-105,100,59.57,37.94,0
2026-06-19T12:00:00,100-V-105,100,52.11,23.58,0
2026-06-19T18:00:00,100-V-105,100,55.89,8.0,0
2026-06-20T00:00:00,100-V-105,100,25.47,32.8,0
2026-06-20T06:00:00,100-V-105,100,77.27,13.71,0
2026-06-20T12:00:00,100-V-105,100,21.34,6.14,0
2026-06-20T18:00:00,100-V-105,100,74.74,18.25,0
2026-06-21T00:00:00,100-V-105,100,65.41,25.39,0
2026-06-21T06:00:00,100-V-105,100,37.58,32.95,0
2026-06-21T12:00:00,100-V-105,100,69.42,9.7,0
2026-06-21T18:00:00,100-V-105,100,26.6,21.03,0
2026-06-22T00:00:00,100-V-105,100,57.27,28.5,0
2026-06-22T06:00:00,100-V-105,100,78.83,2.89,0
2026-06-22T12:00:00,100-V-105,100,21.25,9.86,0
2026-06-22T18:00:00,100-V-105,100,42.21,24.23,0
2026-06-23T00:00:00,100-V-105,100,55.11,17.04,0
2026-06-23T06:00:00,100-V-105,100,23.23,16.75,0
2026-06-23T12:00:00,100-V-105,100,26.06,31.98,0
2026-06-23T18:00:00,100-V-105,100,47.53,14.24,0
2026-06-24T00:00:00,100-V-105,100,66.78,5.72,0
2026-06-24T06:00:00,100-V-105,100,67.23,14.91,0
2026-06-24T12:00:00,100-V-105,100,50.53,32.55,0
2026-06-24T18:00:00,100-V-105,100,55.54,27.82,0
2026-06-25T00:00:00,100-V-105,100,77.88,10.05,0
2026-06-25T06:00:00,100-V-105,100,63.14,31.38,0
2026-06-25T12:00:00,100-V-105,100,48.81,20.23,0
2026-06-25T18:00:00,100-V-105,100,62.83,39.7,0
2026-06-26T00:00:00,100-V-105,100,27.04,11.73,0
2026-06-26T06:00:00,100-V-105,100,49.3,22.91,0
2026-06-26T12:00:00,100-V-105,100,57.56,23.41,0
2026-06-26T18:00:00,100-V-105,100,66.74,31.15,0
2026-06-27T00:00:00,100-V-105,100,76.99,32.06,0
2026-06-27T06:00:00,100-V-105,100,53.93,28.01,0
2026-06-27T12:00:00,100-V-105,100,58.58,4.44,0
2026-06-27T18:00:00,100-V-105,100,26.56,2.47,0
2026-06-28T00:00:00,100-V-105,100,57.52,23.89,0
2026-06-28T06:00:00,100-V-105,100,44.28,32.47,0
2026-06-28T12:00:00,100-V-105,100,64.47,18.82,0
2026-06-28T18:00:00,100-V-105,100,45.37,15.62,0
2026-06-29T00:00:00,100-V-105,100,25.71,24.29,0
2026-06-29T06:00:00,100-V-105,100,79.78,26.68,0
2026-06-29T12:00:00,100-V-105,100,74.08,26.02,0
2026-06-29T18:00:00,100-V-105,100,22.16,19.98,0
2026-06-30T00:00:00,100-V-105,100,64.6,15.22,0
2026-06-30T06:00:00,100-V-105,100,65.6,25.1,0
2026-06-30T12:00:00,100-V-105,100,22.1,29.27,0
2026-06-30T18:00:00,100-V-105,100,37.61,27.96,0
