timestamp,equipment_tag,unit_id,Level_pct,Pressure_barg,anomaly_flag
2026-05-09T18:00:00,200-V-210,200,37.75,5.18,0
2026-05-10T00:00:00,200-V-210,200,44.94,16.17,0
2026-05-10T06:00:00,200-V-210,200,68.89,13.58,0
2026-05-10T12:00:00,200-V-210,200,53.21,35.55,0
2026-05-10T18:00:00,200-V-210,200,43.7,6.75,0
2026-05-11T00:00:00,200-V-210,200,70.22,32.0,0
2026-05-11T06:00:00,200-V-210,200,32.37,33.13,0
2026-05-11T12:00:00,200-V-210,200,55.29,29.16,0
2026-05-11T18:00:00,200-V-210,200,42.75,38.59,0
2026-05-12T00:00:00,200-V-210,200,68.11,24.39,0
2026-05-12T06:00:00,200-V-210,200,31.09,21.97,0
2026-05-12T12:00:00,200-V-210,200,73.82,34.23,0
2026-05-12T18:00:00,200-V-210,200,65.67,30.61,0
2026-05-13T00:00:00,200-V-210,200,44.63,30.48,0
2026-05-13T06:00:00,200-V-210,200,24.66,16.26,0
2026-05-13T12:00:00,200-V-210,200,66.99,6.13,0
2026-05-13T18:00:00,200-V-210,200,47.93,22.77,0
2026-05-14T00:00:00,200-V-210,200,24.63,6.73,0
2026-05-14T06:00:00,200-V-210,200,26.09,32.63,0
2026-05-14T12:00:00,200-V-210,200,79.84,26.92,0
2026-05-14T18:00:00,200-V-210,200,65.44,19.47,0
2026-05-15T00:00:00,200-V-210,200,77.51,35.55,0
2026-05-15T06:00:00,200-V-210,200,44.18,27.88,0
2026-05-15T12:00:00,200-V-210,200,54.96,22.82,0
2026-05-15T18:00:00,200-V-210,200,61.22,14.71,0
2026-05-16T00:00:00,200-V-210,200,38.46,19.05,0
2026-05-16T06:00:00,200-V-210,200,23.88,5.46,0
2026-05-16T12:00:00,200-V-210,200,62.35,21.27,0
2026-05-16T18:00:00,200-V-210,200,32.33,30.36,0
2026-05-17T00:00:00,200-V-210,200,78.28,20.67,0
2026-05-17T06:00:00,200-V-210,200,79.86,27.86,0
2026-05-17T12:00:00,200-V-210,200,77.39,36.45,0
2026-05-17T18:00:00,200-V-210,200,22.38,17.32,0
2026-05-18T00:00:00,200-V-210,200,79.18,31.41,0
2026-05-18T06:00:00,200-V-210,200,40.47,28.57,0
2026-05-18T12:00:00,200-V-210,200,46.23,16.37,0
2026-05-18T18:00:00,200-V-210,200,59.45,27.99,0
2026-05-19T00:00:00,200-V-210,200,74.35,14.42,0
2026-05-19T06:00:00,200-V-210,200,35.4,31.83,0
2026-05-19T12:00:00,200-V-210,200,79.89,20.86,0
2026-05-19T18:00:00,200-V-210,200,61.83,12.12,0
2026-05-20T00:00:00,200-V-210,200,75.08,16.2,0
2026-05-20T06:00:00,200-V-210,200,20.65,35.36,0
2026-05-20T12:00:00,200-V-210,200,58.51,36.23,0
2026-05-20T18:00:00,200-V-210,200,59.69,25.61,0
2026-05-21T00:00:00,200-V-210,200,64.48,32.31,0
2026-05-21T06:00:00,200-V-210,200,78.77,15.53,0
2026-05-21T12:00:00,200-V-210,200,50.4,2.44,0
2026-05-21T18:00:00,200-V-210,200,34.94,4.47,0
2026-05-22T00:00:00,200-V-210,200,34.46,2.8,0
2026-05-22T06:00:00,200-V-210,200,67.69,38.59,0
2026-05-22T12:00:00,200-V-210,200,72.33,30.81,0
2026-05-22T18:00:00,200-V-210,200,42.46,33.37,0
2026-05-23T00:00:00,200-V-210,200,54.92,22.25,0
2026-05-23T06:00:00,200-V-210,200,47.28,14.16,0
2026-05-23T12:00:00,200-V-210,200,34.47,25.27,0
2026-05-23T18:00:00,200-V-210,200,47.3,16.93,0
2026-05-24T00:00:00,200-V-210,200,72.25,34.07,0
2026-05-24T06:00:00,200-V-210,200,79.24,15.71,0
2026-05-24T12:00:00,200-V-210,200,52.89,3.48,0
2026-05-24T18:00:00,200-V-210,200,46.09,26.71,0
2026-05-25T00:00:00,200-V-210,200,49.65,26.99,0
2026-05-25T06:00:00,200-V-210,200,41.91,29.78,0
2026-05-25T12:00:00,200-V-210,200,79.37,17.15,0
2026-05-25T18:00:00,200-V-210,200,37.25,39.98,0
2026-05-26T00:00:00,200-V-210,200,35.61,19.81,0
2026-05-26T06:00:00,200-V-210,200,65.52,19.27,0
2026-05-26T12:00:00,200-V-210,200,44.39,18.94,0
2026-05-26T18:00:00,200-V-210,200,22.43,30.49,0
2026-05-27T00:00:00,200-V-210,200,65.51,26.49,0
2026-05-27T06:00:00,200-V-210,200,77.14,3.76,0
2026-05-27T12:00:00,200-V-210,200,41.6,13.26,0
2026-05-27T18:00:00,200-V-210,200,76.68,15.07,0
2026-05-28T00:00:00,200-V-210,200,27.66,34.65,0
2026-05-28T06:00:00,200-V-210,200,75.13,29.08,0
2026-05-28T12:00:00,200-V-210,200,52.41,31.16,0
2026-05-28T18:00:00,200-V-210,200,61.94,12.93,0
2026-05-29T00:00:00,200-V-210,200,71.1,38.35,0
2026-05-29T06:00:00,200-V-210,200,52.88,30.42,0
2026-05-29T12:00:00,200-V-210,200,63.13,17.82,0
2026-05-29T18:00:00,200-V-210,200,54.92,35.91,0
2026-05-30T00:00:00,200-V-210,200,72.98,16.88,0
2026-05-30T06:00:00,200-V-210,200,27.24,6.16,0
2026-05-30T12:00:00,200-V-210,200,74.61,6.84,0
2026-05-30T18:00:00,200-V-210,200,51.73,7.77,0
2026-05-31T00:00:00,200-V-210,200,72.45,16.38,0
2026-05-31T06:00:00,200-V-210,200,23.64,27.13,0
2026-05-31T12:00:00,200-V-210,200,78.39,27.04,0
2026-05-31T18:00:00,200-V-210,200,21.06,10.59,0
