timestamp,equipment_tag,unit_id,Level_pct,Temperature_C,anomaly_flag
2026-01-17T06:00:00,400-T-402,400,56.42,27.13,0
2026-01-17T12:00:00,400-T-402,400,10.5,49.6,0
2026-01-17T18:00:00,400-T-402,400,63.45,48.28,0
2026-01-18T00:00:00,400-T-402,400,62.32,41.42,0
2026-01-18T06:00:00,400-T-402,400,30.66,24.58,0
2026-01-18T12:00:00,400-T-402,400,69.35,21.28,0
2026-01-18T18:00:00,400-T-402,400,48.98,50.22,0
2026-01-19T00:00:00,400-T-402,400,55.06,46.96,0
2026-01-19T06:00:00,400-T-402,400,70.71,26.29,0
2026-01-19T12:00:00,400-T-402,400,37.34,54.6,0
2026-01-19T18:00:00,400-T-402,400,25.83,43.32,0
2026-01-20T00:00:00,400-T-402,400,64.52,29.17,0
2026-01-20T06:00:00,400-T-402,400,32.82,22.72,0
2026-01-20T12:00:00,400-T-402,400,31.33,28.11,0
2026-01-20T18:00:00,400-T-402,400,50.78,23.83,0
2026-01-21T00:00:00,400-T-402,400,58.54,58.87,0
2026-01-21T06:00:00,400-T-402,400,15.66,56.06,0
2026-01-21T12:00:00,400-T-402,400,11.07,40.9,0
2026-01-21T18:00:00,400-T-402,400,34.71,46.81,0
2026-01-22T00:00:00,400-T-402,400,81.24,47.9,0
2026-01-22T06:00:00,400-T-402,400,54.93,57.02,0
2026-01-22T12:00:00,400-T-402,400,53.83,37.55,0
2026-01-22T18:00:00,400-T-402,400,21.53,45.84,0
2026-01-23T00:00:00,400-T-402,400,35.0,33.91,0
2026-01-23T06:00:00,400-T-402,400,46.34,43.43,0
2026-01-23T12:00:00,400-T-402,400,55.03,41.99,0
2026-01-23T18:00:00,400-T-402,400,46.51,52.99,0
2026-01-24T00:00:00,400-T-402,400,12.99,31.55,0
2026-01-24T06:00:00,400-T-402,400,65.69,58.02,0
2026-01-24T12:00:00,400-T-402,400,85.22,21.7,0
2026-01-24T18:00:00,400-T-402,400,13.83,58.99,0
2026-01-25T00:00:00,400-T-402,400,17.83,24.64,0
2026-01-25T06:00:00,400-T-402,400,10.81,31.39,0
2026-01-25T12:00:00,400-T-402,400,42.35,55.54,0
2026-01-25T18:00:00,400-T-402,400,55.17,39.78,0
2026-01-26T00:00:00,400-T-402,400,71.22,33.43,0
2026-01-26T06:00:00,400-T-402,400,33.64,38.81,0
2026-01-26T12:00:00,400-T-402,400,60.17,44.29,0
2026-01-26T18:00:00,400-T-402,400,52.26,25.3,0
2026-01-27T00:00:00,400-T-402,400,70.58,50.02,0
2026-01-27T06:00:00,400-T-402,400,79.81,47.92,0
2026-01-27T12:00:00,400-T-402,400,48.78,51.91,0
2026-01-27T18:00:00,400-T-402,400,18.76,46.83,0
2026-01-28T00:00:00,400-T-402,400,46.94,29.67,0
2026-01-28T06:00:00,400-T-402,400,51.23,38.12,0
2026-01-28T12:00:00,400-T-402,400,13.34,46.63,0
2026-01-28T18:00:00,400-T-402,400,72.96,39.23,0
2026-01-29T00:00:00,400-T-402,400,81.77,31.82,0
2026-01-29T06:00:00,400-T-402,400,28.98,44.36,0
2026-01-29T12:00:00,400-T-402,400,56.62,55.43,0
2026-01-29T18:00:00,400-T-402,400,27.7,51.28,0
2026-01-30T00:00:00,400-T-402,400,26.51,55.54,0
2026-01-30T06:00:00,400-T-402,400,37.34,33.01,0
2026-01-30T12:00:00,400-T-402,400,19.46,39.51,0
2026-01-30T18:00:00,400-T-402,400,61.02,54.75,0
2026-01-31T00:00:00,400-T-402,400,82.26,22.62,0
2026-01-31T06:00:00,400-T-402,400,49.92,43.5,0
2026-01-31T12:00:00,400-T-402,400,63.2,59.72,0
2026-01-31T18:00:00,400-T-402,400,47.91,32.69,0
